,slide,dataset,uid,x,y,expert1_label,expert2_label,expert1_atypical,expert2_atypical,expert3_atypical,majority_atypical
1233,118.tiff,MIDOG21,3340,4863,2447,NMF prometaphase,NMF metaphase,False,False,True,False
1234,118.tiff,MIDOG21,3342,6415,2827,NMF prometaphase,NMF prometaphase,False,False,False,False
1235,118.tiff,MIDOG21,3345,1524,4654,NMF prometaphase,NMF prometaphase,False,False,False,False
1236,119.tiff,MIDOG21,3358,4500,3550,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1237,120.tiff,MIDOG21,3360,2378,1108,NMF prometaphase,NMF prometaphase,False,False,False,False
1238,120.tiff,MIDOG21,3361,294,2887,NMF prometaphase,AMF segregation,False,True,False,False
1239,120.tiff,MIDOG21,3362,4928,2704,NMF prometaphase,AMF other,False,True,True,True
1240,121.tiff,MIDOG21,3371,2294,283,NMF metaphase,NMF metaphase,False,False,False,False
1241,121.tiff,MIDOG21,3372,1381,304,NMF prometaphase,NMF prometaphase,False,False,False,False
1242,121.tiff,MIDOG21,3379,2972,1066,NMF prometaphase,NMF metaphase,False,False,True,False
1243,121.tiff,MIDOG21,3381,4803,1451,NMF prometaphase,NMF prometaphase,False,False,False,False
1244,121.tiff,MIDOG21,3382,5240,1500,NMF prometaphase,NMF ring shape,False,False,False,False
1245,121.tiff,MIDOG21,3384,5766,904,NMF prometaphase,NMF prometaphase,False,False,False,False
1246,121.tiff,MIDOG21,3392,4572,1919,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
1247,121.tiff,MIDOG21,3396,6117,1707,NMF prometaphase,NMF metaphase,False,False,False,False
1248,121.tiff,MIDOG21,3399,2698,2620,NMF prometaphase,NMF ring shape,False,False,False,False
1249,121.tiff,MIDOG21,3405,3182,2990,NMF prometaphase,NMF ring shape,False,False,False,False
1250,121.tiff,MIDOG21,3406,3378,2484,NMF prometaphase,NMF prometaphase,False,False,False,False
1251,121.tiff,MIDOG21,3407,3954,2503,AMF multipolar,AMF multipolar,True,True,False,True
1252,121.tiff,MIDOG21,3408,4067,2784,NMF prometaphase,NMF prometaphase,False,False,True,False
1253,121.tiff,MIDOG21,3409,4263,2493,AMF other,AMF segregation,True,True,True,True
1254,121.tiff,MIDOG21,3413,2940,3453,AMF segregation,AMF segregation,True,True,True,True
1255,121.tiff,MIDOG21,3418,5108,3703,NMF metaphase,NMF metaphase,False,False,True,False
1256,121.tiff,MIDOG21,3420,6445,3319,NMF prometaphase,NMF prometaphase,False,False,False,False
1257,121.tiff,MIDOG21,3423,5536,4062,NMF prometaphase,NMF prometaphase,False,False,False,False
1258,121.tiff,MIDOG21,3433,6132,4749,NMF prometaphase,NMF prometaphase,False,False,False,False
1259,122.tiff,MIDOG21,3438,5577,2435,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
1260,122.tiff,MIDOG21,3439,4813,3030,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
1261,122.tiff,MIDOG21,3440,6442,2374,NMF metaphase,NMF metaphase,False,False,False,False
1262,122.tiff,MIDOG21,3441,1761,3536,AMF multipolar,AMF multipolar,True,True,True,True
1263,122.tiff,MIDOG21,3445,3308,3557,NMF prometaphase,AMF segregation,False,True,True,True
1264,122.tiff,MIDOG21,3448,3204,4049,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1265,123.tiff,MIDOG21,3453,846,602,NMF metaphase,NMF metaphase,False,False,False,False
1266,123.tiff,MIDOG21,3460,4351,432,AMF other,AMF other,True,True,True,True
1267,123.tiff,MIDOG21,3463,841,989,NMF prometaphase,NMF prometaphase,False,False,False,False
1268,123.tiff,MIDOG21,3464,605,1134,NMF metaphase,NMF metaphase,False,False,False,False
1269,123.tiff,MIDOG21,3467,1837,1024,NMF prometaphase,NMF prometaphase,False,False,False,False
1270,123.tiff,MIDOG21,3468,2268,1250,NMF metaphase,NMF metaphase,False,False,False,False
1271,123.tiff,MIDOG21,3469,2595,1512,NMF prometaphase,NMF prometaphase,False,False,False,False
1272,123.tiff,MIDOG21,3473,3745,1979,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1273,123.tiff,MIDOG21,3474,3696,1863,NMF metaphase,NMF metaphase,False,False,False,False
1274,123.tiff,MIDOG21,3479,1325,2246,NMF prometaphase,NMF prometaphase,False,False,False,False
1275,123.tiff,MIDOG21,3480,1432,1744,NMF metaphase,NMF metaphase,False,False,False,False
1276,123.tiff,MIDOG21,3482,856,1951,AMF segregation,AMF segregation,True,True,True,True
1277,123.tiff,MIDOG21,3484,2284,2232,AMF other,AMF other,True,True,True,True
1278,123.tiff,MIDOG21,3485,2432,2030,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1279,123.tiff,MIDOG21,3487,5015,2045,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1280,123.tiff,MIDOG21,3488,6442,2156,NMF prometaphase,NMF prometaphase,False,False,False,False
1281,123.tiff,MIDOG21,3491,2299,3090,NMF prometaphase,NMF prometaphase,False,False,False,False
1282,123.tiff,MIDOG21,3492,2890,3141,NMF prometaphase,AMF segregation,False,True,True,True
1283,123.tiff,MIDOG21,3494,1717,3349,NMF prometaphase,NMF metaphase,False,False,False,False
1284,123.tiff,MIDOG21,3498,4732,2867,NMF metaphase,NMF metaphase,False,False,False,False
1285,123.tiff,MIDOG21,3499,4657,2727,AMF other,AMF segregation,True,True,True,True
1286,123.tiff,MIDOG21,3500,5095,2766,AMF multipolar,NMF anaphase-telophase,True,False,False,False
1287,123.tiff,MIDOG21,3501,5369,3014,NMF metaphase,AMF segregation,False,True,True,True
1288,123.tiff,MIDOG21,3503,4485,3273,NMF metaphase,NMF metaphase,False,False,False,False
1289,123.tiff,MIDOG21,3508,4810,3550,NMF metaphase,AMF segregation,False,True,False,False
1290,123.tiff,MIDOG21,3511,4752,3829,NMF metaphase,NMF metaphase,False,False,False,False
1291,123.tiff,MIDOG21,3512,4637,3790,NMF metaphase,AMF segregation,False,True,False,False
1292,123.tiff,MIDOG21,3514,3916,4340,NMF prometaphase,AMF segregation,False,True,False,False
1293,123.tiff,MIDOG21,3515,4186,4175,NMF prometaphase,NMF prometaphase,False,False,True,False
1294,123.tiff,MIDOG21,3516,4303,4636,NMF metaphase,NMF metaphase,False,False,False,False
1295,123.tiff,MIDOG21,3517,4694,4038,NMF prometaphase,NMF prometaphase,False,False,False,False
1296,123.tiff,MIDOG21,3518,4566,4364,NMF prometaphase,NMF ring shape,False,False,False,False
1297,123.tiff,MIDOG21,3523,6286,4058,NMF metaphase,NMF metaphase,False,False,False,False
1298,123.tiff,MIDOG21,3524,6433,4173,NMF prometaphase,NMF metaphase,False,False,True,False
1299,123.tiff,MIDOG21,3526,6035,4602,NMF prometaphase,NMF prometaphase,False,False,False,False
1300,123.tiff,MIDOG21,3527,1967,4791,NMF metaphase,NMF metaphase,False,False,False,False
1301,124.tiff,MIDOG21,3538,3178,729,NMF prometaphase,NMF prometaphase,False,False,False,False
1302,124.tiff,MIDOG21,3542,2756,1770,NMF prometaphase,NMF prometaphase,False,False,False,False
1303,124.tiff,MIDOG21,3543,6130,1965,NMF metaphase,NMF metaphase,False,False,False,False
1304,124.tiff,MIDOG21,3544,792,4764,NMF metaphase,NMF metaphase,False,False,False,False
1305,124.tiff,MIDOG21,3545,1070,4664,NMF prometaphase,NMF prometaphase,False,False,False,False
1306,125.tiff,MIDOG21,3549,120,1034,NMF prometaphase,NMF metaphase,False,False,False,False
1307,125.tiff,MIDOG21,3550,3477,1292,AMF multipolar,AMF multipolar,True,True,True,True
1308,125.tiff,MIDOG21,3551,1755,1768,NMF prometaphase,NMF prometaphase,False,False,True,False
1309,125.tiff,MIDOG21,3554,6494,1688,AMF other,AMF bipolar assymetric,True,True,True,True
1310,125.tiff,MIDOG21,3557,5182,2522,NMF metaphase,AMF segregation,False,True,True,True
1311,125.tiff,MIDOG21,3560,5653,4510,NMF metaphase,NMF metaphase,False,False,False,False
1312,126.tiff,MIDOG21,3566,6296,757,AMF segregation,AMF segregation,True,True,True,True
1313,126.tiff,MIDOG21,3580,855,3989,NMF metaphase,AMF bipolar assymetric,False,True,False,False
1314,126.tiff,MIDOG21,3581,1072,3978,NMF prometaphase,NMF prometaphase,False,False,False,False
1315,126.tiff,MIDOG21,3582,3261,3924,NMF metaphase,NMF metaphase,False,False,False,False
1316,126.tiff,MIDOG21,3585,5418,4751,NMF metaphase,NMF metaphase,False,False,False,False
1317,126.tiff,MIDOG21,3586,5602,4608,NMF prometaphase,NMF metaphase,False,False,False,False
1318,127.tiff,MIDOG21,3589,2766,642,NMF metaphase,NMF metaphase,False,False,False,False
1319,127.tiff,MIDOG21,3590,2462,319,NMF metaphase,NMF metaphase,False,False,False,False
1320,127.tiff,MIDOG21,3593,2353,1020,NMF metaphase,NMF metaphase,False,False,False,False
1321,127.tiff,MIDOG21,3598,264,2964,NMF metaphase,NMF metaphase,False,False,False,False
1322,127.tiff,MIDOG21,3599,3087,4806,NMF metaphase,NMF metaphase,False,False,False,False
1323,127.tiff,MIDOG21,3601,4409,4740,NMF prometaphase,NMF prometaphase,False,False,False,False
1324,128.tiff,MIDOG21,3603,2293,48,AMF other,AMF other,True,True,True,True
1325,128.tiff,MIDOG21,3604,2250,225,AMF other,AMF other,True,True,True,True
1326,128.tiff,MIDOG21,3605,1104,772,NMF prometaphase,AMF segregation,False,True,True,True
1327,128.tiff,MIDOG21,3606,170,573,NMF prometaphase,NMF prometaphase,False,False,False,False
1328,128.tiff,MIDOG21,3608,4354,289,AMF other,AMF other,True,True,True,True
1329,128.tiff,MIDOG21,3613,2325,1421,AMF segregation,AMF other,True,True,True,True
1330,128.tiff,MIDOG21,3616,4420,786,NMF metaphase,NMF metaphase,False,False,True,False
1331,128.tiff,MIDOG21,3618,2185,2133,NMF metaphase,NMF metaphase,False,False,False,False
1332,128.tiff,MIDOG21,3619,2759,1716,AMF other,AMF other,True,True,True,True
1333,128.tiff,MIDOG21,3620,1389,1821,AMF other,AMF other,True,True,True,True
1334,128.tiff,MIDOG21,3621,2910,2241,AMF other,AMF other,True,True,True,True
1335,128.tiff,MIDOG21,3622,4737,1817,AMF other,AMF other,True,True,True,True
1336,128.tiff,MIDOG21,3623,5155,1725,NMF prometaphase,NMF prometaphase,False,False,False,False
1337,128.tiff,MIDOG21,3624,5340,2175,NMF metaphase,NMF metaphase,False,False,False,False
1338,128.tiff,MIDOG21,3625,5245,2346,NMF metaphase,NMF metaphase,False,False,False,False
1339,128.tiff,MIDOG21,3626,5587,2176,NMF metaphase,NMF metaphase,False,False,False,False
1340,128.tiff,MIDOG21,3627,5979,2056,NMF metaphase,NMF metaphase,False,False,True,False
1341,128.tiff,MIDOG21,3628,2901,2532,NMF prometaphase,AMF segregation,False,True,False,False
1342,128.tiff,MIDOG21,3629,3862,3011,AMF segregation,AMF segregation,True,True,True,True
1343,128.tiff,MIDOG21,3630,3985,2893,NMF metaphase,NMF metaphase,False,False,False,False
1344,128.tiff,MIDOG21,3631,4102,2523,NMF metaphase,NMF metaphase,False,False,False,False
1345,128.tiff,MIDOG21,3632,5366,2775,AMF other,AMF segregation,True,True,True,True
1346,128.tiff,MIDOG21,3633,6318,3076,NMF metaphase,AMF segregation,False,True,False,False
1347,128.tiff,MIDOG21,3634,2140,3308,AMF multipolar,AMF multipolar,True,True,True,True
1348,128.tiff,MIDOG21,3635,3141,3641,AMF other,AMF other,True,True,True,True
1349,128.tiff,MIDOG21,3637,6322,4048,AMF other,AMF other,True,True,True,True
1350,128.tiff,MIDOG21,3638,349,4669,NMF prometaphase,NMF ring shape,False,False,False,False
1351,128.tiff,MIDOG21,3639,1799,4602,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
1352,128.tiff,MIDOG21,3642,4590,2930,AMF other,AMF other,True,True,True,True
1353,128.tiff,MIDOG21,3645,2673,1743,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
1354,130.tiff,MIDOG21,3657,253,1283,AMF other,NMF anaphase-telophase,True,False,True,True
1355,130.tiff,MIDOG21,3658,2712,1572,NMF prometaphase,NMF metaphase,False,False,True,False
1356,130.tiff,MIDOG21,3661,4743,1365,NMF prometaphase,NMF metaphase,False,False,False,False
1357,130.tiff,MIDOG21,3662,2063,2252,NMF prometaphase,NMF ring shape,False,False,False,False
1358,130.tiff,MIDOG21,3663,2948,2066,NMF metaphase,NMF anaphase-telophase,False,False,False,False
1359,130.tiff,MIDOG21,3664,2971,2097,NMF metaphase,NMF anaphase-telophase,False,False,False,False
1360,130.tiff,MIDOG21,3665,3024,2040,NMF prometaphase,NMF prometaphase,False,False,False,False
1361,130.tiff,MIDOG21,3667,5250,1684,NMF prometaphase,AMF segregation,False,True,True,True
1362,130.tiff,MIDOG21,3668,1807,2401,NMF prometaphase,NMF prometaphase,False,False,False,False
1363,130.tiff,MIDOG21,3669,1885,2431,NMF metaphase,NMF metaphase,False,False,False,False
1364,130.tiff,MIDOG21,3670,3322,2439,NMF prometaphase,NMF prometaphase,False,False,False,False
1365,130.tiff,MIDOG21,3671,3569,2888,NMF metaphase,NMF metaphase,False,False,False,False
1366,130.tiff,MIDOG21,3672,3731,2537,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
1367,130.tiff,MIDOG21,3673,4407,2466,NMF metaphase,NMF metaphase,False,False,False,False
1368,130.tiff,MIDOG21,3674,4410,2866,NMF metaphase,NMF metaphase,False,False,False,False
1369,130.tiff,MIDOG21,3675,1823,3788,AMF other,AMF other,True,True,True,True
1370,130.tiff,MIDOG21,3676,2968,3464,NMF metaphase,NMF metaphase,False,False,False,False
1371,130.tiff,MIDOG21,3677,3049,3505,NMF metaphase,NMF metaphase,False,False,False,False
1372,130.tiff,MIDOG21,3678,2192,4626,NMF prometaphase,NMF prometaphase,False,False,True,False
1373,130.tiff,MIDOG21,3679,2464,4530,NMF metaphase,NMF metaphase,False,False,False,False
1374,130.tiff,MIDOG21,3680,2100,4332,NMF metaphase,NMF metaphase,False,False,False,False
1375,130.tiff,MIDOG21,3681,3111,4582,NMF metaphase,NMF metaphase,False,False,False,False
1376,131.tiff,MIDOG21,3692,5907,248,NMF metaphase,NMF metaphase,False,False,False,False
1377,131.tiff,MIDOG21,3693,5961,311,NMF metaphase,NMF metaphase,False,False,False,False
1378,131.tiff,MIDOG21,3694,6211,300,NMF prometaphase,NMF prometaphase,False,False,False,False
1379,131.tiff,MIDOG21,3696,171,989,NMF metaphase,AMF bipolar assymetric,False,True,False,False
1380,131.tiff,MIDOG21,3697,348,823,NMF metaphase,NMF metaphase,False,False,False,False
1381,131.tiff,MIDOG21,3698,530,1519,NMF prometaphase,NMF prometaphase,False,False,True,False
1382,131.tiff,MIDOG21,3700,5074,1540,NMF prometaphase,AMF other,False,True,True,True
1383,131.tiff,MIDOG21,3701,1246,1959,NMF metaphase,NMF metaphase,False,False,False,False
1384,131.tiff,MIDOG21,3702,2276,2340,NMF prometaphase,NMF prometaphase,False,False,False,False
1385,131.tiff,MIDOG21,3709,919,3064,NMF metaphase,NMF metaphase,False,False,False,False
1386,131.tiff,MIDOG21,3712,4542,3514,NMF metaphase,NMF metaphase,False,False,False,False
1387,131.tiff,MIDOG21,3713,4339,3304,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1388,131.tiff,MIDOG21,3714,5888,3079,NMF prometaphase,AMF bipolar assymetric,False,True,False,False
1389,131.tiff,MIDOG21,3716,340,3560,NMF prometaphase,NMF metaphase,False,False,False,False
1390,131.tiff,MIDOG21,3718,3425,3573,NMF metaphase,NMF metaphase,False,False,False,False
1391,131.tiff,MIDOG21,3721,925,4593,NMF prometaphase,NMF prometaphase,False,False,True,False
1392,131.tiff,MIDOG21,3723,2896,4397,NMF metaphase,AMF segregation,False,True,True,True
1393,131.tiff,MIDOG21,3724,3818,4237,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1394,131.tiff,MIDOG21,3728,1662,4838,NMF prometaphase,AMF other,False,True,True,True
1395,131.tiff,MIDOG21,3731,6183,3815,AMF segregation,AMF segregation,True,True,True,True
1396,131.tiff,MIDOG21,3732,2464,3780,NMF metaphase,NMF metaphase,False,False,False,False
1397,131.tiff,MIDOG21,3735,5293,243,NMF prometaphase,NMF prometaphase,False,False,False,False
1398,131.tiff,MIDOG21,3739,548,2822,NMF prometaphase,NMF metaphase,False,False,False,False
1399,132.tiff,MIDOG21,3745,3564,3332,NMF prometaphase,NMF ring shape,False,False,False,False
1400,133.tiff,MIDOG21,3751,2305,1295,NMF prometaphase,NMF metaphase,False,False,False,False
1401,133.tiff,MIDOG21,3755,2394,2613,NMF prometaphase,NMF metaphase,False,False,False,False
1402,133.tiff,MIDOG21,3760,409,4506,NMF prometaphase,NMF ring shape,False,False,False,False
1403,134.tiff,MIDOG21,3762,2357,496,NMF prometaphase,NMF prometaphase,False,False,True,False
1404,134.tiff,MIDOG21,3764,2033,792,NMF metaphase,NMF metaphase,False,False,False,False
1405,134.tiff,MIDOG21,3766,1253,438,NMF metaphase,NMF metaphase,False,False,False,False
1406,134.tiff,MIDOG21,3768,693,123,NMF prometaphase,NMF prometaphase,False,False,False,False
1407,134.tiff,MIDOG21,3769,504,755,AMF bipolar assymetric,AMF bipolar assymetric,True,True,False,True
1408,134.tiff,MIDOG21,3770,1229,1037,NMF metaphase,NMF metaphase,False,False,False,False
1409,134.tiff,MIDOG21,3773,3054,355,NMF prometaphase,NMF prometaphase,False,False,False,False
1410,134.tiff,MIDOG21,3774,3547,779,NMF prometaphase,AMF segregation,False,True,False,False
1411,134.tiff,MIDOG21,3777,3987,405,NMF metaphase,NMF prometaphase,False,False,False,False
1412,134.tiff,MIDOG21,3778,4160,134,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1413,134.tiff,MIDOG21,3779,3427,69,NMF metaphase,NMF prometaphase,False,False,True,False
1414,134.tiff,MIDOG21,3783,4720,446,AMF other,AMF other,True,True,True,True
1415,134.tiff,MIDOG21,3784,4433,635,NMF metaphase,AMF segregation,False,True,True,True
1416,134.tiff,MIDOG21,3793,1830,1405,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
1417,134.tiff,MIDOG21,3794,2809,1190,NMF prometaphase,NMF prometaphase,False,False,False,False
1418,134.tiff,MIDOG21,3796,4590,1348,NMF prometaphase,NMF prometaphase,False,False,False,False
1419,134.tiff,MIDOG21,3799,1426,2139,AMF other,NMF metaphase,True,False,True,True
1420,134.tiff,MIDOG21,3800,1469,2035,NMF metaphase,AMF segregation,False,True,False,False
1421,134.tiff,MIDOG21,3802,60,1747,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1422,134.tiff,MIDOG21,3808,2299,2324,NMF ring shape,NMF ring shape,False,False,False,False
1423,134.tiff,MIDOG21,3809,2859,2122,NMF prometaphase,NMF prometaphase,False,False,True,False
1424,134.tiff,MIDOG21,3813,3379,2286,NMF prometaphase,NMF prometaphase,False,False,False,False
1425,134.tiff,MIDOG21,3814,3734,2145,AMF multipolar,AMF other,True,True,True,True
1426,134.tiff,MIDOG21,3818,4169,2246,NMF prometaphase,AMF segregation,False,True,False,False
1427,134.tiff,MIDOG21,3819,4084,2137,NMF metaphase,NMF metaphase,False,False,False,False
1428,134.tiff,MIDOG21,3822,4776,1837,NMF prometaphase,NMF prometaphase,False,False,False,False
1429,134.tiff,MIDOG21,3825,5662,1813,NMF prometaphase,AMF segregation,False,True,False,False
1430,134.tiff,MIDOG21,3826,5028,2148,NMF prometaphase,NMF prometaphase,False,False,True,False
1431,134.tiff,MIDOG21,3827,6118,1815,NMF prometaphase,NMF prometaphase,False,False,False,False
1432,134.tiff,MIDOG21,3829,6374,2185,NMF prometaphase,NMF anaphase-telophase,False,False,True,False
1433,134.tiff,MIDOG21,3830,112,2978,NMF metaphase,AMF other,False,True,True,True
1434,134.tiff,MIDOG21,3831,59,3107,AMF other,AMF other,True,True,True,True
1435,134.tiff,MIDOG21,3832,581,2943,NMF metaphase,NMF metaphase,False,False,False,False
1436,134.tiff,MIDOG21,3835,2059,2485,NMF prometaphase,NMF prometaphase,False,False,False,False
1437,134.tiff,MIDOG21,3837,2257,2611,AMF other,AMF multipolar,True,True,True,True
1438,134.tiff,MIDOG21,3839,3520,2466,NMF prometaphase,AMF other,False,True,True,True
1439,134.tiff,MIDOG21,3840,3725,2453,NMF metaphase,AMF segregation,False,True,True,True
1440,134.tiff,MIDOG21,3841,4031,2835,NMF prometaphase,NMF prometaphase,False,False,False,False
1441,134.tiff,MIDOG21,3842,4019,2987,NMF prometaphase,AMF segregation,False,True,True,True
1442,134.tiff,MIDOG21,3843,4180,2998,NMF metaphase,NMF metaphase,False,False,False,False
1443,134.tiff,MIDOG21,3844,4148,2880,AMF other,AMF other,True,True,True,True
1444,134.tiff,MIDOG21,3851,5122,3123,AMF other,AMF other,True,True,True,True
1445,134.tiff,MIDOG21,3852,5769,3050,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
